Distance,AverageDensity_Near,AverageDensity_Mid,AverageDensity_Far,AverageD2surface,PBPotential
24.541,7.0,65.0,564.5,7.246,0.018
23.687,9.5,64.0,625.0,8.144,0.029
20.748,10.5,68.5,619.0,7.874,0.047
10.536,10.0,59.5,661.5,9.566,0.422
7.010,11.0,59.5,897.0,10.598,1.806
6.021,10.0,57.0,676.5,7.858,1.711
10.374,9.0,57.5,713.0,7.621,0.400
12.285,9.0,64.0,771.5,8.206,0.420
15.308,8.5,46.0,635.5,5.845,0.097
16.805,10.0,49.0,627.5,5.211,0.083
9.554,7.5,73.0,722.5,9.988,0.841
24.066,7.5,65.5,652.5,7.027,0.018
22.615,7.0,62.0,597.0,6.768,0.024
20.484,9.5,61.0,657.5,7.666,0.053
19.195,10.5,65.5,651.5,7.396,0.064
12.107,10.0,56.5,694.0,9.088,0.306
7.630,11.0,65.5,812.5,9.354,1.342
7.278,10.0,66.0,849.0,9.116,1.613
5.932,10.0,72.5,907.5,9.701,3.810
11.697,9.5,54.5,771.5,7.341,0.367
11.692,11.0,57.5,763.5,6.706,0.417
10.751,8.5,81.5,858.5,11.483,1.083
18.708,8.5,74.0,788.5,8.522,0.074
21.143,8.0,70.5,733.0,8.264,0.035
14.529,10.5,69.5,793.5,9.161,0.228
17.536,11.5,74.0,787.5,8.892,0.115
12.620,11.0,65.0,830.0,10.583,0.488
5.917,9.0,63.5,628.5,6.377,1.516
10.223,9.0,70.0,687.0,6.962,0.581
11.117,8.5,52.0,551.0,4.601,0.253
13.106,10.0,55.0,543.0,3.966,0.164
14.620,7.5,79.0,638.0,8.743,0.240
24.595,7.5,71.5,568.0,5.782,0.016
25.136,7.0,68.0,512.5,5.524,0.016
19.167,9.5,67.0,573.0,6.421,0.067
22.510,10.5,71.5,567.0,6.152,0.037
17.056,10.0,62.5,609.5,7.844,0.100
5.781,8.0,70.5,723.5,6.724,2.617
5.761,7.5,52.5,587.5,4.364,1.399
7.212,9.0,55.5,579.5,3.729,0.940
16.445,6.5,79.5,674.5,8.506,0.167
22.804,6.5,72.0,604.5,5.545,0.021
26.642,6.0,68.5,549.0,5.287,0.009
16.330,8.5,67.5,609.5,6.184,0.113
23.903,9.5,72.0,603.5,5.915,0.021
18.451,9.0,63.0,646.0,7.606,0.075
7.803,7.5,59.0,646.0,4.949,1.083
6.304,9.0,62.0,638.0,4.314,2.177
15.504,6.5,86.0,733.0,9.091,0.348
18.341,6.5,78.5,663.0,6.130,0.073
24.309,6.0,75.0,607.5,5.872,0.018
12.412,8.5,74.0,668.0,6.769,0.333
21.163,9.5,78.5,662.0,6.500,0.052
16.954,9.0,69.5,704.5,8.191,0.176
3.888,8.5,44.0,502.0,1.954,3.522
19.598,6.0,68.0,597.0,6.730,0.061
25.654,6.0,60.5,527.0,3.769,0.010
31.515,5.5,57.0,471.5,3.511,0.003
18.731,8.0,56.0,532.0,4.409,0.056
28.575,9.0,60.5,526.0,4.139,0.007
21.213,8.5,51.5,568.5,5.831,0.029
20.336,7.5,71.0,589.0,6.096,0.061
22.848,7.5,63.5,519.0,3.135,0.020
30.176,7.0,60.0,463.5,2.877,0.004
15.859,9.5,59.0,524.0,3.774,0.103
27.333,10.5,63.5,518.0,3.505,0.009
21.716,10.0,54.5,560.5,5.196,0.032
24.878,5.0,87.5,614.0,7.912,0.020
24.088,4.5,84.0,558.5,7.653,0.019
23.521,7.0,83.0,619.0,8.551,0.035
19.072,8.0,87.5,613.0,8.281,0.068
2.577,7.5,78.5,655.5,9.973,16.011
13.981,4.5,76.5,488.5,4.692,0.155
8.213,7.0,75.5,549.0,5.590,0.867
13.348,8.0,80.0,543.0,5.321,0.209
25.335,7.5,71.0,585.5,7.012,0.014
18.263,6.5,72.0,493.5,5.332,0.053
5.618,7.5,76.5,487.5,5.062,1.796
24.839,7.0,67.5,530.0,6.754,0.015
17.342,10.0,75.5,548.0,5.960,0.101
24.571,9.5,66.5,590.5,7.651,0.019
19.567,10.5,71.0,584.5,7.382,0.050
2.154,11.0,31.0,486.5,1.788,12.031
6.039,10.0,23.5,433.5,1.090,0.637
7.849,12.0,45.0,552.0,3.706,0.630
10.567,11.0,25.0,446.0,0.545,0.171
14.445,11.5,35.5,527.0,2.676,0.081
17.606,12.5,46.0,544.5,2.720,0.058
16.701,13.5,51.5,691.0,5.414,0.107
22.001,10.5,45.5,583.0,5.082,0.024
28.560,10.5,35.5,554.5,5.282,0.007
27.132,11.0,34.5,515.0,3.599,0.007
29.922,11.5,40.0,529.5,4.359,0.005
33.605,10.5,28.0,392.5,1.090,0.002
26.578,12.5,42.0,517.0,4.181,0.009
27.123,10.5,31.0,468.5,1.918,0.006
21.554,11.5,47.0,609.0,3.905,0.034
20.422,11.0,27.0,439.0,0.545,0.021
14.625,14.0,39.5,498.5,2.161,0.100
13.203,11.0,22.5,394.0,0.545,0.121
14.483,10.5,39.0,543.5,4.038,0.105
15.845,13.0,58.0,605.5,3.639,0.115
19.800,10.5,42.0,523.0,3.025,0.032
21.570,13.0,53.5,676.5,3.924,0.045
25.276,12.0,32.5,507.5,1.550,0.010
27.933,10.5,59.0,588.5,4.683,0.014
32.839,11.0,38.5,422.0,2.296,0.003
29.882,13.5,58.5,507.0,3.552,0.008
28.355,10.5,38.5,649.0,5.912,0.008
24.846,12.5,55.5,627.5,4.982,0.021
21.458,13.5,48.0,745.0,7.323,0.037
21.443,11.0,57.5,684.5,5.723,0.045
11.939,13.5,53.0,620.5,3.744,0.267
7.733,13.0,46.5,583.0,3.983,0.774
15.389,10.0,24.5,448.5,0.545,0.058
13.135,12.0,29.5,500.0,1.750,0.145
12.387,10.5,44.0,565.5,3.650,0.205
17.092,12.0,45.0,576.5,3.161,0.071
13.878,13.0,33.5,477.0,1.090,0.145
8.800,13.5,47.0,603.5,4.774,0.548
10.888,11.5,45.5,566.5,2.091,0.283
9.687,13.5,51.5,728.5,4.606,0.587
8.554,9.5,39.5,536.5,2.303,0.412
15.866,11.0,55.0,705.5,4.599,0.142
16.613,11.0,37.5,493.5,2.024,0.063
17.968,11.0,59.5,648.5,3.959,0.081
20.852,11.5,29.0,500.5,1.384,0.026
22.734,12.5,52.0,692.5,5.747,0.037
26.189,11.0,33.5,516.5,3.524,0.008
26.328,10.5,38.5,570.5,3.838,0.009
32.529,11.5,29.0,462.0,2.013,0.002
30.418,12.5,46.0,560.0,3.820,0.006
24.464,11.0,50.5,786.0,5.611,0.034
17.539,13.0,54.0,818.0,6.069,0.124
19.819,11.0,59.0,882.5,7.758,0.089
15.697,12.5,55.5,852.0,6.365,0.183
22.160,10.0,45.0,832.5,8.154,0.040
23.882,11.5,60.0,651.5,5.292,0.028
20.122,12.0,56.5,674.5,5.053,0.061
24.565,12.5,44.0,497.0,2.785,0.015
27.481,8.5,29.5,394.0,0.545,0.007
26.664,13.5,42.5,519.5,2.543,0.010
28.463,12.0,42.0,536.5,3.373,0.006
25.208,12.5,54.0,705.0,4.783,0.026
24.075,13.0,52.0,754.5,6.378,0.032
19.376,11.5,54.5,801.5,6.684,0.085
22.998,11.0,56.0,837.0,7.228,0.046
17.245,11.0,58.0,840.5,6.179,0.131
23.797,12.0,62.5,743.5,5.705,0.042
19.039,12.0,55.0,735.5,4.948,0.083
21.630,11.0,56.0,683.0,4.450,0.044
29.577,10.5,44.5,519.5,4.284,0.004
33.183,10.0,24.5,438.0,0.545,0.002
30.731,11.0,39.0,573.5,2.480,0.005
30.145,12.5,37.5,533.5,3.974,0.005
26.545,11.5,52.5,696.0,4.256,0.021
33.232,10.5,31.0,515.5,1.090,0.002
32.546,13.5,34.5,486.0,1.796,0.003
29.727,12.0,34.5,482.0,2.500,0.005
24.010,11.0,37.5,567.5,3.978,0.016
26.572,16.5,36.0,491.5,1.967,0.011
19.779,12.0,55.0,626.5,4.152,0.056
15.460,11.0,44.0,575.5,3.192,0.093
27.742,12.0,45.5,489.0,2.429,0.009
23.667,12.5,57.5,680.5,4.761,0.036
29.463,12.0,53.0,569.0,3.804,0.010
27.427,14.5,53.0,616.5,3.942,0.017
28.879,11.5,59.5,624.5,3.813,0.012
32.316,10.5,39.0,529.0,2.372,0.003
30.585,12.0,44.5,597.0,4.442,0.007
34.181,12.0,40.5,462.0,2.355,0.002
29.241,10.0,37.0,623.5,5.341,0.008
32.429,11.0,44.5,499.5,3.950,0.004
30.964,13.0,37.5,519.0,3.800,0.005
26.980,13.5,52.5,566.5,3.978,0.013
22.990,12.5,50.5,554.0,3.945,0.022
28.151,10.0,39.5,466.0,3.728,0.006
34.527,10.0,19.5,348.0,0.545,0.002
35.140,12.5,31.5,408.0,1.697,0.002
31.386,12.0,43.0,469.0,1.864,0.004
34.927,11.0,37.5,437.5,1.615,0.002
28.885,12.5,52.0,567.0,3.840,0.010
30.998,11.5,32.5,554.5,4.341,0.003
27.286,9.5,44.5,721.0,5.902,0.013
27.031,13.0,50.0,676.0,4.953,0.018
26.041,10.5,41.0,768.0,5.311,0.018
22.478,10.5,56.0,770.5,5.960,0.050
26.807,12.0,57.0,656.0,4.407,0.021
24.014,13.0,59.0,636.0,3.542,0.030
30.648,9.0,27.0,450.5,0.545,0.003
27.809,8.5,26.5,466.5,0.545,0.006
28.929,10.5,28.5,508.0,3.739,0.004
20.702,13.0,52.5,626.0,3.455,0.044
22.875,12.0,25.0,480.5,1.090,0.015
21.527,10.5,42.0,565.5,3.269,0.019
18.047,11.0,31.5,453.5,1.573,0.038
13.129,12.5,29.5,463.5,1.748,0.121
15.154,12.5,47.0,630.5,3.922,0.122
12.021,11.5,42.0,570.5,1.859,0.200
15.336,13.0,56.0,839.5,5.639,0.191
15.003,11.5,39.5,542.5,2.848,0.108
16.939,10.5,54.0,796.5,5.731,0.133
17.282,9.5,33.0,475.5,2.621,0.060
18.366,12.5,51.0,602.5,2.619,0.067
19.454,12.0,58.5,735.5,4.762,0.076
20.195,12.0,47.5,602.5,3.377,0.038
21.988,11.5,43.0,528.0,1.835,0.023
25.273,11.0,48.0,582.0,3.746,0.015
23.270,10.5,55.5,736.0,5.493,0.042
22.971,11.5,31.0,488.5,1.838,0.021
28.056,10.5,32.5,454.0,1.435,0.008
28.015,10.0,53.5,541.5,2.646,0.011
29.246,11.0,49.5,543.5,2.694,0.007
28.117,11.5,32.0,473.0,1.549,0.008
20.475,11.5,50.0,661.5,4.918,0.045
25.821,10.5,27.5,414.0,1.090,0.011
23.208,13.0,37.5,450.5,1.744,0.019
17.608,11.5,53.0,676.5,4.909,0.089
19.210,12.0,48.0,598.5,3.595,0.046
15.515,13.0,50.0,645.0,3.938,0.117
12.796,13.5,54.5,727.0,4.880,0.280
14.999,11.5,56.5,836.5,7.061,0.208
14.794,10.0,54.0,826.0,6.107,0.213
16.966,12.0,58.5,861.0,7.311,0.141
19.643,13.0,53.5,787.0,5.893,0.081
23.339,10.5,45.0,821.5,7.118,0.038
30.461,11.5,38.5,578.5,4.261,0.006
30.556,11.5,49.5,535.0,4.370,0.006
32.527,11.0,39.0,458.5,2.651,0.002
25.613,10.5,35.5,517.5,1.090,0.010
20.488,11.5,55.5,700.0,4.125,0.055
18.696,13.0,43.5,556.5,2.517,0.049
16.218,11.0,59.0,769.0,5.303,0.146
13.292,11.0,44.0,567.0,5.017,0.134
8.638,13.5,58.5,685.5,5.109,0.796
7.813,12.0,47.5,565.0,3.277,0.641
6.182,12.5,53.5,621.0,3.462,1.600
28.250,12.5,54.0,602.0,3.626,0.014
17.955,10.0,54.5,648.0,4.139,0.080
18.273,10.5,55.5,711.0,5.012,0.091
15.687,11.0,57.0,590.5,3.252,0.115
18.754,11.5,53.5,636.5,3.911,0.067
13.425,11.0,47.0,555.0,2.628,0.166
22.760,9.5,56.0,616.5,4.250,0.028
29.307,11.0,55.0,494.5,2.879,0.007
31.007,8.5,50.5,434.0,3.256,0.004
26.749,9.0,51.0,711.0,5.441,0.018
6.211,8.0,28.5,444.0,1.788,0.526
7.863,10.0,50.0,562.5,4.404,0.521
9.338,9.0,30.0,456.5,1.243,0.248
13.110,9.5,40.5,537.5,3.374,0.104
17.446,10.5,51.0,555.0,3.418,0.051
15.952,11.5,56.5,701.5,6.112,0.111
21.706,8.5,50.5,593.5,5.780,0.022
27.668,8.5,40.5,565.0,5.981,0.008
26.683,9.0,39.5,525.5,4.296,0.007
29.208,9.5,45.0,540.0,5.057,0.005
33.822,8.5,33.0,403.0,1.788,0.002
26.472,10.5,47.0,527.5,4.879,0.008
27.489,8.5,36.0,479.0,2.616,0.005
21.588,9.5,52.0,619.5,4.604,0.029
21.065,9.0,32.0,449.5,1.243,0.015
14.981,12.0,44.5,509.0,2.859,0.078
14.469,9.0,27.5,404.5,1.243,0.070
15.708,8.5,44.0,554.0,4.736,0.062
16.236,11.0,63.0,616.0,4.337,0.090
20.612,8.5,47.0,533.5,3.723,0.021
21.943,11.0,58.5,687.0,4.622,0.037
25.957,10.0,37.5,518.0,2.248,0.007
28.106,8.5,64.0,599.0,5.381,0.012
33.134,9.0,43.5,432.5,2.994,0.002
29.776,11.5,63.5,517.5,4.250,0.007
27.606,8.5,43.5,659.5,6.610,0.009
24.504,10.5,60.5,638.0,5.680,0.021
20.769,11.5,53.0,755.5,8.021,0.037
21.232,9.0,62.5,695.0,6.421,0.042
11.983,11.5,58.0,631.0,4.442,0.225
6.087,11.0,51.5,593.5,4.681,1.169
13.659,8.0,29.5,459.0,1.243,0.096
11.053,10.0,34.5,510.5,2.448,0.262
10.501,8.5,49.0,576.0,4.348,0.331
15.459,10.0,50.0,587.0,3.859,0.101
12.395,11.0,38.5,487.5,1.788,0.211
7.106,11.5,52.0,614.0,5.472,0.825
10.794,9.5,50.5,577.0,2.789,0.297
9.041,11.5,56.5,739.0,5.304,0.646
9.485,7.5,44.5,547.0,3.001,0.326
16.587,9.0,60.0,716.0,5.298,0.114
18.094,9.0,42.5,504.0,2.722,0.037
18.874,9.0,64.5,659.0,4.657,0.059
22.121,9.5,34.0,511.0,2.082,0.015
23.217,10.5,57.0,703.0,6.445,0.030
27.049,9.0,38.5,527.0,4.222,0.006
26.966,8.5,43.5,581.0,4.536,0.007
33.003,9.5,34.0,472.5,2.711,0.002
30.348,10.5,51.0,570.5,4.518,0.006
24.118,9.0,55.5,796.5,6.309,0.033
17.866,11.0,59.0,828.5,6.768,0.106
19.567,9.0,64.0,893.0,8.457,0.083
14.861,10.5,60.5,862.5,7.064,0.203
21.254,8.0,50.0,843.0,8.851,0.043
22.356,9.5,65.0,662.0,5.990,0.036
18.443,10.0,61.5,685.0,5.751,0.081
22.722,10.5,49.0,507.5,3.484,0.021
25.461,6.5,34.5,404.5,1.243,0.012
24.877,11.5,47.5,530.0,3.241,0.014
26.815,10.0,47.0,547.0,4.071,0.008
23.797,10.5,59.0,715.5,5.481,0.032
22.834,11.0,57.0,765.0,7.076,0.037
17.983,9.5,59.5,812.0,7.382,0.104
22.145,9.0,61.0,847.5,7.926,0.051
16.548,9.0,63.0,851.0,6.877,0.143
23.655,10.0,67.5,754.0,6.403,0.040
19.409,10.0,60.0,746.0,5.646,0.073
22.121,9.0,61.0,693.5,5.147,0.037
29.795,8.5,49.5,530.0,4.982,0.004
33.546,8.0,29.5,448.5,1.243,0.002
30.478,9.0,44.0,584.0,3.178,0.005
30.175,10.5,42.5,544.0,4.671,0.005
26.227,9.5,57.5,706.5,4.955,0.021
32.769,8.5,36.0,526.0,1.788,0.002
34.386,9.5,35.0,452.0,1.243,0.002
31.492,11.5,39.5,496.5,2.494,0.004
29.339,10.0,39.5,492.5,3.198,0.005
23.451,9.0,42.5,578.0,4.676,0.018
26.408,14.5,41.0,502.0,2.665,0.011
19.572,10.0,60.0,637.0,4.851,0.058
15.631,9.0,49.0,586.0,3.890,0.090
27.657,10.0,50.5,499.5,3.127,0.009
23.369,10.5,62.5,691.0,5.460,0.036
29.012,10.0,58.0,579.5,4.502,0.010
26.653,12.5,58.0,627.0,4.641,0.019
28.307,9.5,64.5,635.0,4.511,0.013
31.176,8.5,44.0,539.5,3.070,0.003
29.711,10.0,49.5,607.5,5.141,0.007
32.921,10.0,45.5,472.5,3.053,0.003
28.293,8.0,42.0,634.0,6.040,0.009
35.330,9.0,38.0,420.5,2.936,0.002
31.327,9.0,49.5,510.0,4.648,0.004
29.891,11.0,42.5,529.5,4.498,0.006
25.537,11.5,57.5,577.0,4.676,0.015
21.298,10.5,55.5,564.5,4.643,0.030
26.422,8.0,44.5,476.5,4.426,0.008
33.129,8.0,24.5,358.5,1.243,0.003
34.032,10.5,36.5,418.5,2.395,0.002
29.878,10.0,48.0,479.5,2.562,0.005
33.511,9.0,42.5,448.0,2.314,0.002
27.501,10.5,57.0,577.5,4.538,0.012
29.569,9.5,37.5,565.0,5.039,0.004
26.312,7.5,49.5,731.5,6.600,0.014
25.798,11.0,55.0,686.5,5.651,0.021
25.378,8.5,46.0,778.5,6.009,0.019
21.802,8.5,61.0,781.0,6.658,0.053
26.573,10.0,62.0,666.5,5.105,0.019
24.171,11.0,64.0,646.5,4.240,0.028
30.682,7.0,32.0,461.0,1.243,0.003
28.307,6.5,31.5,477.0,1.243,0.005
29.462,8.5,33.5,518.5,4.437,0.003
21.275,11.0,57.5,636.5,4.153,0.037
23.907,10.0,30.0,491.0,1.788,0.011
22.512,8.5,47.0,576.0,3.967,0.014
19.440,9.0,36.5,464.0,2.271,0.026
14.669,10.5,34.5,474.0,2.446,0.081
15.891,10.5,52.0,641.0,4.620,0.101
12.397,9.5,47.0,581.0,2.557,0.186
15.136,11.0,61.0,850.0,6.338,0.187
14.582,9.5,44.5,553.0,3.546,0.120
15.825,8.5,59.0,807.0,6.429,0.158
16.149,7.5,38.0,486.0,3.319,0.078
17.824,10.5,56.0,613.0,3.317,0.074
18.625,10.0,63.5,746.0,5.460,0.087
18.778,10.0,52.5,613.0,4.075,0.052
20.989,9.5,48.0,538.5,2.533,0.028
24.457,9.0,53.0,592.5,4.444,0.018
22.330,8.5,60.5,746.5,6.191,0.047
21.495,9.5,36.0,499.0,2.536,0.030
26.958,8.5,37.5,464.5,2.134,0.009
27.050,8.0,58.5,552.0,3.344,0.013
28.003,9.0,54.5,554.0,3.392,0.008
26.516,9.5,37.0,483.5,2.247,0.011
18.936,9.5,55.0,672.0,5.616,0.059
23.796,8.5,32.5,424.5,1.788,0.018
21.191,11.0,42.5,461.0,2.442,0.031
16.009,9.5,58.0,687.0,5.607,0.120
17.473,10.0,53.0,609.0,4.293,0.066
14.050,11.0,55.0,655.5,4.636,0.147
11.324,11.5,59.5,737.5,5.578,0.359
14.340,9.5,61.5,847.0,7.759,0.211
15.073,8.0,59.0,836.5,6.805,0.184
16.602,10.0,63.5,871.5,8.008,0.134
19.740,11.0,58.5,797.5,6.591,0.071
22.756,8.5,50.0,832.0,7.816,0.038
30.007,9.5,43.5,589.0,4.960,0.006
30.660,9.5,54.5,545.5,5.069,0.006
32.844,9.0,44.0,469.0,3.349,0.002
26.395,8.5,40.5,528.0,1.788,0.007
21.092,9.5,60.5,710.5,4.823,0.043
19.778,11.0,48.5,567.0,3.215,0.032
16.754,9.0,64.0,779.5,6.001,0.117
14.633,9.0,49.0,577.5,5.715,0.079
9.087,11.5,63.5,696.0,5.807,0.595
9.259,10.0,52.5,575.5,3.975,0.348
6.797,10.5,58.5,631.5,4.160,1.082
28.278,10.5,59.0,612.5,4.324,0.012
18.674,8.0,59.5,658.5,4.837,0.064
18.056,8.5,60.5,721.5,5.710,0.091
16.806,9.0,62.0,601.0,3.950,0.083
19.080,9.5,58.5,647.0,4.609,0.060
12.590,9.0,52.0,565.5,3.326,0.203
21.274,7.5,61.0,627.0,4.948,0.037
28.967,9.0,60.0,505.0,3.577,0.007
29.534,6.5,55.5,444.5,3.954,0.005
26.500,7.0,56.0,721.5,6.139,0.018
5.416,9.0,42.5,509.5,3.706,1.124
6.802,8.0,22.5,403.5,0.545,0.474
11.750,8.5,33.0,484.5,2.676,0.151
14.352,9.5,43.5,502.0,2.720,0.117
15.167,10.5,49.0,648.5,5.414,0.114
19.471,7.5,43.0,540.5,5.082,0.038
27.133,7.5,33.0,512.0,5.282,0.010
24.687,8.0,32.0,472.5,3.599,0.015
28.477,8.5,37.5,487.0,4.359,0.007
31.387,7.5,25.5,350.0,1.090,0.004
24.303,9.5,39.5,474.5,4.181,0.016
24.514,7.5,28.5,426.0,1.918,0.011
19.257,8.5,44.5,566.5,3.905,0.046
17.024,8.0,24.5,396.5,0.545,0.049
10.929,11.0,37.0,456.0,2.161,0.264
9.799,8.0,20.0,351.5,0.545,0.241
13.627,7.5,36.5,501.0,4.038,0.113
13.767,10.0,55.5,563.0,3.639,0.151
17.833,7.5,39.5,480.5,3.025,0.044
20.635,10.0,51.0,634.0,3.924,0.042
23.564,9.0,30.0,465.0,1.550,0.014
27.703,7.5,56.5,546.0,4.683,0.012
31.217,8.0,36.0,379.5,2.296,0.004
33.710,9.0,28.0,370.5,1.090,0.002
28.690,10.5,56.0,464.5,3.552,0.009
27.866,7.5,36.0,606.5,5.912,0.008
23.363,9.5,53.0,585.0,4.982,0.025
20.614,10.5,45.5,702.5,7.323,0.036
19.948,8.0,55.0,642.0,5.723,0.050
9.916,10.5,50.5,578.0,3.744,0.374
8.593,10.0,44.0,540.5,3.983,0.393
13.003,7.0,22.0,406.0,0.545,0.102
13.187,9.0,27.0,457.5,1.750,0.120
15.230,7.5,41.5,523.0,3.650,0.083
20.531,9.0,42.5,534.0,3.161,0.027
18.173,10.0,31.0,434.5,1.090,0.044
11.635,10.5,44.5,561.0,4.774,0.177
16.398,8.5,43.0,524.0,2.091,0.060
13.437,10.5,49.0,686.0,4.606,0.152
13.996,6.5,37.0,494.0,2.303,0.085
18.628,8.0,52.5,663.0,4.599,0.064
18.784,8.0,35.0,451.0,2.024,0.044
19.531,8.0,57.0,606.0,3.959,0.050
21.104,8.5,26.5,458.0,1.384,0.026
24.246,9.5,49.5,650.0,5.747,0.022
26.712,8.0,31.0,474.0,3.524,0.007
27.543,7.5,36.0,528.0,3.838,0.006
32.702,8.5,26.5,419.5,2.013,0.002
31.119,9.5,43.5,517.5,3.820,0.004
25.746,8.0,48.0,743.5,5.611,0.019
19.761,10.0,51.5,775.5,6.069,0.060
21.269,8.0,56.5,840.0,7.758,0.050
18.865,9.5,53.0,809.5,6.365,0.067
22.685,7.0,42.5,790.0,8.154,0.028
24.188,8.5,57.5,609.0,5.292,0.021
21.654,9.0,54.0,632.0,5.053,0.034
24.373,9.5,41.5,454.5,2.785,0.015
27.791,5.5,27.0,351.5,0.545,0.007
28.230,10.5,40.0,477.0,2.543,0.006
28.854,9.0,39.5,494.0,3.373,0.005
26.896,9.5,51.5,662.5,4.783,0.014
24.948,10.0,49.5,712.0,6.378,0.021
21.321,8.5,52.0,759.0,6.684,0.042
24.681,8.0,53.5,794.5,7.228,0.025
20.857,8.0,55.5,798.0,6.179,0.048
26.196,9.0,60.0,701.0,5.705,0.020
22.331,9.0,52.5,693.0,4.948,0.034
24.388,8.0,53.5,640.5,4.450,0.020
32.109,7.5,42.0,477.0,4.284,0.002
32.255,8.0,36.5,531.0,2.480,0.003
32.706,9.5,35.0,491.0,3.974,0.003
28.734,8.5,50.0,653.5,4.256,0.011
34.352,9.0,32.0,439.5,2.500,0.002
28.878,8.0,35.0,525.0,3.978,0.005
31.534,13.5,33.5,449.0,1.967,0.004
24.660,9.0,52.5,584.0,4.152,0.017
20.845,8.0,41.5,533.0,3.192,0.025
32.382,9.0,43.0,446.5,2.429,0.003
27.818,9.5,55.0,638.0,4.761,0.013
33.097,9.0,50.5,526.5,3.804,0.004
31.169,11.5,50.5,574.0,3.942,0.007
31.921,8.5,57.0,582.0,3.813,0.006
32.746,9.0,42.0,554.5,4.442,0.004
35.162,9.0,38.0,419.5,2.355,0.002
29.084,7.0,34.5,581.0,5.341,0.009
32.292,8.0,42.0,457.0,3.950,0.004
30.148,10.0,35.0,476.5,3.800,0.007
26.539,10.5,50.0,524.0,3.978,0.013
22.348,9.5,48.0,511.5,3.945,0.026
27.404,7.0,37.0,423.5,3.728,0.007
32.441,7.0,17.0,305.5,0.545,0.004
33.947,9.5,29.0,365.5,1.697,0.003
31.029,9.0,40.5,426.5,1.864,0.004
29.300,9.5,49.5,524.5,3.840,0.008
32.560,8.5,30.0,512.0,4.341,0.002
28.287,6.5,42.0,678.5,5.902,0.009
29.422,10.0,47.5,633.5,4.953,0.009
27.690,7.5,38.5,725.5,5.311,0.011
26.266,7.5,53.5,728.0,5.960,0.019
29.675,9.0,54.5,613.5,4.407,0.009
27.645,10.0,56.5,593.5,3.542,0.012
31.879,5.5,24.0,424.0,0.545,0.002
31.141,7.5,26.0,465.5,3.739,0.003
24.407,10.0,50.0,583.5,3.455,0.018
26.410,9.0,22.5,438.0,1.090,0.007
23.560,7.5,39.5,523.0,3.269,0.013
21.728,8.0,29.0,411.0,1.573,0.018
17.268,9.5,27.0,421.0,1.748,0.050
19.343,9.5,44.5,588.0,3.922,0.041
17.472,8.5,39.5,528.0,1.859,0.047
18.983,10.0,53.5,797.0,5.639,0.064
20.451,8.5,37.0,500.0,2.848,0.027
20.320,7.5,51.5,754.0,5.731,0.049
22.124,6.5,30.5,433.0,2.621,0.018
23.385,9.5,48.5,560.0,2.619,0.019
23.591,9.0,56.0,693.0,4.762,0.026
23.947,9.0,45.0,560.0,3.377,0.014
26.709,8.5,40.5,485.5,1.835,0.007
29.697,8.0,45.5,539.5,3.746,0.005
26.853,7.5,53.0,693.5,5.493,0.017
26.860,8.5,28.5,446.0,1.838,0.009
32.472,7.5,30.0,411.5,1.435,0.003
32.084,7.0,51.0,499.0,2.646,0.004
32.414,8.0,47.0,501.0,2.694,0.003
31.114,8.5,29.5,430.5,1.549,0.004
23.449,8.5,47.5,619.0,4.918,0.019
26.976,7.5,25.0,371.5,1.090,0.008
23.509,10.0,35.0,408.0,1.744,0.017
20.444,8.5,50.5,634.0,4.909,0.037
18.942,9.0,45.5,556.0,3.595,0.043
14.698,10.0,47.5,602.5,3.938,0.102
14.171,10.5,52.0,684.5,4.880,0.138
15.353,8.5,54.0,794.0,7.061,0.130
17.491,7.0,51.5,783.5,6.107,0.086
17.258,9.0,56.0,818.5,7.311,0.095
19.354,10.0,51.0,744.5,5.893,0.063
23.934,7.5,42.5,779.0,7.118,0.026
30.143,8.5,36.0,536.0,4.261,0.005
30.532,8.5,47.0,492.5,4.370,0.005
31.773,8.0,36.5,416.0,2.651,0.003
24.813,7.5,33.0,475.0,1.090,0.011
20.592,8.5,53.0,657.5,4.125,0.043
18.440,10.0,41.0,514.0,2.517,0.045
16.967,8.0,56.5,726.5,5.303,0.095
13.747,8.0,41.5,524.5,5.017,0.114
9.932,10.5,56.0,643.0,5.109,0.374
10.299,9.0,45.0,522.5,3.277,0.297
10.021,9.5,51.0,578.5,3.462,0.297
29.639,9.5,51.5,559.5,3.626,0.008
21.275,7.0,52.0,605.5,4.139,0.034
22.796,7.5,53.0,668.5,5.012,0.029
18.401,8.0,54.5,548.0,3.252,0.056
23.258,8.5,51.0,594.0,3.911,0.022
18.511,8.0,44.5,512.5,2.628,0.042
25.953,6.5,53.5,574.0,4.250,0.012
27.533,8.0,52.5,452.0,2.879,0.010
29.850,5.5,48.0,391.5,3.256,0.006
27.458,6.0,48.5,668.5,5.441,0.012
6.898,10.0,44.0,522.0,3.161,0.687
9.104,10.5,54.5,603.0,5.292,0.520
9.814,11.5,65.0,620.5,5.336,0.596
10.256,12.5,70.5,767.0,8.030,0.869
14.544,9.5,64.5,659.0,7.697,0.185
22.288,9.5,54.5,630.5,7.899,0.036
19.806,10.0,53.5,591.0,6.215,0.047
23.442,10.5,59.0,605.5,6.975,0.026
26.509,9.5,47.0,468.5,3.706,0.009
19.281,11.5,61.0,593.0,6.797,0.056
